x y polar
0.164924509634909 0.164369172100885 225.44999999210253
0.16548850155587 0.163822625975563 226.34999997720828
0.166061008671274 0.163285006075608 227.249999963202
0.166641889723578 0.162756445050665 228.14999995006653
0.167231001389098 0.162237073315237 229.04999993778688
0.16782819831337 0.161727019016505 229.94999992635016
0.168433333147013 0.161226408002717 230.8499999157391
0.169046256582085 0.160735363792127 231.74999990593912
0.169666817388926 0.160254007542529 232.64999989693405
0.170294862453467 0.159782458021355 233.5499998887078
0.170930236815011 0.159320831576373 234.44999988124476
0.171572783704468 0.158869242106983 235.34999987452892
0.172222344583033 0.158427801036111 236.24999986854323
0.172878759181305 0.157996617282719 237.14999986327024
0.173541865538831 0.157575797234927 238.04999985869483
0.174211500044065 0.157165444723769 238.94999985479797
0.174887497474742 0.15676566099757 239.84999985156483
0.175569691038636 0.156376544696967 240.7499998489752
0.176257912414722 0.155998191830568 241.64999984701348
0.176951991794702 0.155630695751267 242.5499998456624
0.177651757924901 0.155274147133206 243.44999984490318
0.178357038148526 0.154928633949409 244.34999984471733
0.179067658448264 0.15459424145007 245.24999984508733
0.179783443489218 0.15427105214152 246.1499998459954
0.180504216662168 0.153959145765872 247.0499998474226
0.181229800127148 0.153658599281345 247.9499998493503
0.181960014857325 0.153369486843274 248.8499998517607
0.18269468068317 0.153091879785817 249.74999985463424
0.183433616336912 0.152825846604348 250.64999985795168
0.184176639497267 0.152571452938565 251.54999986169523
0.184923566834417 0.152328761556287 252.44999986584483
0.185674214055249 0.152097832337972 253.349999870382
0.186428395948824 0.151878722261939 254.24999987528795
0.187185926432074 0.151671485390313 255.1499998805416
0.187946618595718 0.151476172855682 256.04999988612377
0.188710284750379 0.151292832848483 256.9499998920162
0.189476736472891 0.151121510605113 257.84999989819903
0.19024578465279 0.150962248396765 258.7499999046513
0.191017239538977 0.150815085518999 259.6499999113544
0.191790910786534 0.150680058282047 260.5499999182891
0.192566607503687 0.150557200001855 261.4499999254334
0.193344138298911 0.150446540991858 262.3499999327697
0.194123311328146 0.150348108555508 263.2499999402755
0.19490393434214 0.150261926979532 264.1499999479334
0.195685814733875 0.15018801752794 265.0499999557219
0.196468759586096 0.150126398436781 265.9499999636214
0.197252575718907 0.150077084909641 266.84999997161106
0.198037069737439 0.150040089113893 267.7499999796725
0.198822048079561 0.150015420177694 268.64999998778313
0.199607317063646 0.150003084187734 269.5499999959243
0.200392682936354 0.150003084187734 270.4500000040757
0.201177951920439 0.150015420177694 271.35000001221687
0.201962930262561 0.150040089113893 272.2500000203275
0.202747424281093 0.150077084909641 273.15000002838894
0.203531240413904 0.150126398436781 274.05000003637855
0.204314185266125 0.15018801752794 274.95000004427806
0.20509606565786 0.150261926979532 275.8500000520666
0.205876688671854 0.150348108555508 276.7500000597245
0.206655861701089 0.150446540991858 277.6500000672302
0.207433392496313 0.150557200001855 278.5500000745666
0.208209089213466 0.150680058282047 279.4500000817109
0.208982760461023 0.150815085518999 280.3500000886455
0.20975421534721 0.150962248396765 281.25000009534864
0.210523263527109 0.151121510605113 282.15000010180097
0.210523263527109 0.248878489394886 77.84999989819879
0.20975421534721 0.249037751603235 78.74999990465136
0.208982760461023 0.249184914481001 79.64999991135446
0.208209089213466 0.249319941717953 80.54999991828907
0.207433392496313 0.249442799998145 81.44999992543337
0.206655861701089 0.249553459008142 82.34999993276976
0.205876688671854 0.249651891444492 83.24999994027549
